abilities,attack,base_total,capture_rate,defense,hp,name,sp_attack,sp_defense,speed,type1,generation,is_legendary,has_sturdy,has_swift_swim,has_keen_eye,has_chlorophyll,has_levitate
"['Swift Swim', 'Storm Drain', 'Water Veil']",69,460,75,76,69,Lumineon,69,86,91,water,4,0,0,1,0,0,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",20,345,25,50,45,Mantyke,60,120,50,water,4,0,0,1,0,0,0
"['Snow Warning', 'Soundproof']",62,334,120,50,60,Snover,62,60,40,grass,4,0,0,0,0,0,0
"['Snow Warning', 'Soundproof']",132,594,60,105,90,Abomasnow,132,105,30,grass,4,0,0,0,0,0,0
"['Pressure', 'Pickpocket']",120,510,45,65,70,Weavile,45,85,125,dark,4,0,0,0,0,0,0
"['Magnet Pull', 'Sturdy', 'Analytic']",70,535,30,115,70,Magnezone,130,90,60,electric,4,0,1,0,0,0,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",85,515,30,95,110,Lickilicky,80,95,50,normal,4,0,0,0,0,0,0
"['Lightningrod', 'Solid Rock', 'Reckless']",140,535,30,130,115,Rhyperior,55,55,40,ground,4,0,0,0,0,0,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,535,30,125,100,Tangrowth,110,50,50,grass,4,0,0,0,0,1,0
"['Motor Drive', 'Vital Spirit']",123,540,30,67,75,Electivire,95,85,95,electric,4,0,0,0,0,0,0
"['Flame Body', 'Vital Spirit']",95,540,30,67,75,Magmortar,125,95,83,fire,4,0,0,0,0,0,0
"['Hustle', 'Serene Grace', 'Super Luck']",50,545,30,95,85,Togekiss,120,115,80,fairy,4,0,0,0,0,0,0
"['Speed Boost', 'Tinted Lens', 'Frisk']",76,515,30,86,86,Yanmega,116,56,95,bug,4,0,0,0,0,0,0
"['Leaf Guard', 'Chlorophyll']",110,525,45,130,65,Leafeon,60,65,95,grass,4,0,0,0,0,1,0
"['Snow Cloak', 'Ice Body']",60,525,45,110,65,Glaceon,130,95,65,ice,4,0,0,0,0,0,0
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",95,510,30,125,75,Gliscor,45,75,95,ground,4,0,0,0,0,0,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",130,530,50,80,110,Mamoswine,70,60,80,ice,4,0,0,0,0,0,0
"['Adaptability', 'Download', 'Analytic']",80,535,30,70,85,Porygon-Z,135,75,90,normal,4,0,0,0,0,0,0
"['Steadfast', 'Justified']",165,618,45,95,68,Gallade,65,115,110,psychic,4,0,0,0,0,0,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",55,525,60,145,60,Probopass,75,150,40,rock,4,0,1,0,0,0,0
"['Pressure', 'Frisk']",100,525,45,135,45,Dusknoir,65,135,45,ghost,4,0,0,0,0,0,0
"['Snow Cloak', 'Cursed Body']",80,480,75,70,70,Froslass,80,70,110,ice,4,0,0,0,0,0,0
['Levitate'],65,520,45,107,50,Rotom,105,107,86,electric,4,0,0,0,0,0,1
['Levitate'],75,580,3,130,75,Uxie,75,130,95,psychic,4,1,0,0,0,0,1
['Levitate'],105,580,3,105,80,Mesprit,105,105,80,psychic,4,1,0,0,0,0,1
['Levitate'],125,580,3,70,75,Azelf,125,70,115,psychic,4,1,0,0,0,0,1
"['Pressure', 'Telepathy']",120,680,3,120,100,Dialga,150,100,90,steel,4,1,0,0,0,0,0
"['Pressure', 'Telepathy']",120,680,3,100,90,Palkia,150,120,100,water,4,1,0,0,0,0,0
"['Flash Fire', 'Flame Body']",90,600,3,106,91,Heatran,130,106,77,fire,4,1,0,0,0,0,0
['Slow Start'],160,670,3,110,110,Regigigas,80,110,100,normal,4,1,0,0,0,0,0
"['Pressure', 'Telepathy', 'Levitate']",120,680,3,100,150,Giratina,120,100,90,ghost,4,1,0,0,0,0,1
['Levitate'],70,600,3,120,120,Cresselia,75,130,85,psychic,4,1,0,0,0,0,1
['Hydration'],80,480,30,80,80,Phione,80,80,80,water,4,0,0,0,0,0,0
['Hydration'],100,600,3,100,100,Manaphy,100,100,100,water,4,1,0,0,0,0,0
['Bad Dreams'],90,600,3,90,70,Darkrai,135,90,125,dark,4,1,0,0,0,0,0
"['Natural Cure', 'Serene Grace']",103,600,45,75,100,Shaymin,120,75,127,grass,4,1,0,0,0,0,0
['Multitype'],120,720,3,120,120,Arceus,120,120,120,normal,4,1,0,0,0,0,0
['Victory Star'],100,600,3,100,100,Victini,100,100,100,psychic,5,1,0,0,0,0,0
"['Overgrow', 'Contrary']",45,308,45,55,45,Snivy,45,55,63,grass,5,0,0,0,0,0,0
"['Overgrow', 'Contrary']",60,413,45,75,60,Servine,60,75,83,grass,5,0,0,0,0,0,0
"['Overgrow', 'Contrary']",75,528,45,95,75,Serperior,75,95,113,grass,5,0,0,0,0,0,0
"['Blaze', 'Thick Fat']",63,308,45,45,65,Tepig,45,45,45,fire,5,0,0,0,0,0,0
"['Blaze', 'Thick Fat']",93,418,45,55,90,Pignite,70,55,55,fire,5,0,0,0,0,0,0
"['Blaze', 'Reckless']",123,528,45,65,110,Emboar,100,65,65,fire,5,0,0,0,0,0,0
"['Torrent', 'Shell Armor']",55,308,45,45,55,Oshawott,63,45,45,water,5,0,0,0,0,0,0
"['Torrent', 'Shell Armor']",75,413,45,60,75,Dewott,83,60,60,water,5,0,0,0,0,0,0
"['Torrent', 'Shell Armor']",100,528,45,85,95,Samurott,108,70,70,water,5,0,0,0,0,0,0
"['Run Away', 'Keen Eye', 'Analytic']",55,255,255,39,45,Patrat,35,39,42,normal,5,0,0,0,1,0,0
"['Illuminate', 'Keen Eye', 'Analytic']",85,420,255,69,60,Watchog,60,69,77,normal,5,0,0,0,1,0,0
"['Vital Spirit', 'Pickup', 'Run Away']",60,275,255,45,45,Lillipup,25,45,55,normal,5,0,0,0,0,0,0
"['Intimidate', 'Sand Rush', 'Scrappy']",80,370,120,65,65,Herdier,35,65,60,normal,5,0,0,0,0,0,0
"['Intimidate', 'Sand Rush', 'Scrappy']",110,500,45,90,85,Stoutland,45,90,80,normal,5,0,0,0,0,0,0
"['Limber', 'Unburden', 'Prankster']",50,281,255,37,41,Purrloin,50,37,66,dark,5,0,0,0,0,0,0
"['Limber', 'Unburden', 'Prankster']",88,446,90,50,64,Liepard,88,50,106,dark,5,0,0,0,0,0,0
"['Gluttony', 'Overgrow']",53,316,190,48,50,Pansage,53,48,64,grass,5,0,0,0,0,0,0
"['Gluttony', 'Overgrow']",98,498,75,63,75,Simisage,98,63,101,grass,5,0,0,0,0,0,0
"['Gluttony', 'Blaze']",53,316,190,48,50,Pansear,53,48,64,fire,5,0,0,0,0,0,0
"['Gluttony', 'Blaze']",98,498,75,63,75,Simisear,98,63,101,fire,5,0,0,0,0,0,0
"['Gluttony', 'Torrent']",53,316,190,48,50,Panpour,53,48,64,water,5,0,0,0,0,0,0
"['Gluttony', 'Torrent']",98,498,75,63,75,Simipour,98,63,101,water,5,0,0,0,0,0,0
"['Forewarn', 'Synchronize', 'Telepathy']",25,292,190,45,76,Munna,67,55,24,psychic,5,0,0,0,0,0,0
"['Forewarn', 'Synchronize', 'Telepathy']",55,487,75,85,116,Musharna,107,95,29,psychic,5,0,0,0,0,0,0
"['Big Pecks', 'Super Luck', 'Rivalry']",55,264,255,50,50,Pidove,36,30,43,normal,5,0,0,0,0,0,0
"['Big Pecks', 'Super Luck', 'Rivalry']",77,358,120,62,62,Tranquill,50,42,65,normal,5,0,0,0,0,0,0
"['Big Pecks', 'Super Luck', 'Rivalry']",115,488,45,80,80,Unfezant,65,55,93,normal,5,0,0,0,0,0,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",60,295,190,32,45,Blitzle,50,32,76,electric,5,0,0,0,0,0,0
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",100,497,75,63,75,Zebstrika,80,63,116,electric,5,0,0,0,0,0,0
"['Sturdy', 'Weak Armor', 'Sand Force']",75,280,255,85,55,Roggenrola,25,25,15,rock,5,0,1,0,0,0,0
"['Sturdy', 'Weak Armor', 'Sand Force']",105,390,120,105,70,Boldore,50,40,20,rock,5,0,1,0,0,0,0
"['Sturdy', 'Sand Stream', 'Sand Force']",135,515,45,130,85,Gigalith,60,80,25,rock,5,0,1,0,0,0,0
"['Unaware', 'Klutz', 'Simple']",45,323,190,43,65,Woobat,55,43,72,psychic,5,0,0,0,0,0,0
"['Unaware', 'Klutz', 'Simple']",57,425,45,55,67,Swoobat,77,55,114,psychic,5,0,0,0,0,0,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",85,328,120,40,60,Drilbur,30,45,68,ground,5,0,0,0,0,0,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",135,508,60,60,110,Excadrill,50,65,88,ground,5,0,0,0,0,0,0
"['Healer', 'Regenerator', 'Klutz']",60,545,255,126,103,Audino,80,126,50,normal,5,0,0,0,0,0,0
"['Guts', 'Sheer Force', 'Iron Fist']",80,305,180,55,75,Timburr,25,35,35,fighting,5,0,0,0,0,0,0
"['Guts', 'Sheer Force', 'Iron Fist']",105,405,90,85,85,Gurdurr,40,50,40,fighting,5,0,0,0,0,0,0
"['Guts', 'Sheer Force', 'Iron Fist']",140,505,45,95,105,Conkeldurr,55,65,45,fighting,5,0,0,0,0,0,0
"['Swift Swim', 'Hydration', 'Water Absorb']",50,294,255,40,50,Tympole,50,40,64,water,5,0,0,1,0,0,0
"['Swift Swim', 'Hydration', 'Water Absorb']",65,384,120,55,75,Palpitoad,65,55,69,water,5,0,0,1,0,0,0
"['Swift Swim', 'Poison Touch', 'Water Absorb']",95,509,45,75,105,Seismitoad,85,75,74,water,5,0,0,1,0,0,0
"['Guts', 'Inner Focus', 'Mold Breaker']",100,465,45,85,120,Throh,30,85,45,fighting,5,0,0,0,0,0,0
"['Sturdy', 'Inner Focus', 'Mold Breaker']",125,465,45,75,75,Sawk,30,75,85,fighting,5,0,1,0,0,0,0
"['Swarm', 'Chlorophyll', 'Overcoat']",53,310,255,70,45,Sewaddle,40,60,42,bug,5,0,0,0,0,1,0
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",63,380,120,90,55,Swadloon,50,80,42,bug,5,0,0,0,0,1,0
"['Swarm', 'Chlorophyll', 'Overcoat']",103,500,45,80,75,Leavanny,70,80,92,bug,5,0,0,0,0,1,0
"['Poison Point', 'Swarm', 'Speed Boost']",45,260,255,59,30,Venipede,30,39,57,bug,5,0,0,0,0,0,0
"['Poison Point', 'Swarm', 'Speed Boost']",55,360,120,99,40,Whirlipede,40,79,47,bug,5,0,0,0,0,0,0
"['Poison Point', 'Swarm', 'Speed Boost']",100,485,45,89,60,Scolipede,55,69,112,bug,5,0,0,0,0,0,0
"['Prankster', 'Infiltrator', 'Chlorophyll']",27,280,190,60,40,Cottonee,37,50,66,grass,5,0,0,0,0,1,0
"['Prankster', 'Infiltrator', 'Chlorophyll']",67,480,75,85,60,Whimsicott,77,75,116,grass,5,0,0,0,0,1,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",35,280,190,50,45,Petilil,70,50,30,grass,5,0,0,0,0,1,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",60,480,75,75,70,Lilligant,110,75,90,grass,5,0,0,0,0,1,0
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",92,460,25,65,70,Basculin,80,55,98,water,5,0,0,0,0,0,0
"['Intimidate', 'Moxie', 'Anger Point']",72,292,180,35,50,Sandile,35,35,65,ground,5,0,0,0,0,0,0
"['Intimidate', 'Moxie', 'Anger Point']",82,351,90,45,60,Krokorok,45,45,74,ground,5,0,0,0,0,0,0
"['Intimidate', 'Moxie', 'Anger Point']",117,519,45,80,95,Krookodile,65,70,92,ground,5,0,0,0,0,0,0
"['Hustle', 'Inner Focus']",90,315,120,45,70,Darumaka,15,45,50,fire,5,0,0,0,0,0,0
"['Sheer Force', 'Zen Mode']",30,540,60,105,105,Darmanitan,140,105,55,fire,5,0,0,0,0,0,0
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",86,461,255,67,75,Maractus,106,67,60,grass,5,0,0,0,0,1,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",65,325,190,85,50,Dwebble,35,35,55,bug,5,0,1,0,0,0,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",105,485,75,125,70,Crustle,65,75,45,bug,5,0,1,0,0,0,0
"['Shed Skin', 'Moxie', 'Intimidate']",75,348,180,70,50,Scraggy,35,70,48,dark,5,0,0,0,0,0,0
"['Shed Skin', 'Moxie', 'Intimidate']",90,488,90,115,65,Scrafty,45,115,58,dark,5,0,0,0,0,0,0
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",58,490,45,80,72,Sigilyph,103,80,97,psychic,5,0,0,0,0,0,0
['Mummy'],30,303,190,85,38,Yamask,55,65,30,ghost,5,0,0,0,0,0,0
['Mummy'],50,483,90,145,58,Cofagrigus,95,105,30,ghost,5,0,0,0,0,0,0
"['Solid Rock', 'Sturdy', 'Swift Swim']",78,355,45,103,54,Tirtouga,53,45,22,water,5,0,1,1,0,0,0
"['Solid Rock', 'Sturdy', 'Swift Swim']",108,495,45,133,74,Carracosta,83,65,32,water,5,0,1,1,0,0,0
['Defeatist'],112,401,45,45,55,Archen,74,45,70,rock,5,0,0,0,0,0,0
['Defeatist'],140,567,45,65,75,Archeops,112,65,110,rock,5,0,0,0,0,0,0
"['Stench', 'Sticky Hold', 'Aftermath']",50,329,190,62,50,Trubbish,40,62,65,poison,5,0,0,0,0,0,0
"['Stench', 'Weak Armor', 'Aftermath']",95,474,60,82,80,Garbodor,60,82,75,poison,5,0,0,0,0,0,0
['Illusion'],65,330,75,40,40,Zorua,80,40,65,dark,5,0,0,0,0,0,0
['Illusion'],105,510,45,60,60,Zoroark,120,60,105,dark,5,0,0,0,0,0,0
"['Cute Charm', 'Technician', 'Skill Link']",50,300,255,40,55,Minccino,40,40,75,normal,5,0,0,0,0,0,0
"['Cute Charm', 'Technician', 'Skill Link']",95,470,60,60,75,Cinccino,65,60,115,normal,5,0,0,0,0,0,0
"['Frisk', 'Competitive', 'Shadow Tag']",30,290,200,50,45,Gothita,55,65,45,psychic,5,0,0,0,0,0,0
"['Frisk', 'Competitive', 'Shadow Tag']",45,390,100,70,60,Gothorita,75,85,55,psychic,5,0,0,0,0,0,0
"['Frisk', 'Competitive', 'Shadow Tag']",55,490,50,95,70,Gothitelle,95,110,65,psychic,5,0,0,0,0,0,0
"['Overcoat', 'Magic Guard', 'Regenerator']",30,290,200,40,45,Solosis,105,50,20,psychic,5,0,0,0,0,0,0
"['Overcoat', 'Magic Guard', 'Regenerator']",40,370,100,50,65,Duosion,125,60,30,psychic,5,0,0,0,0,0,0
"['Overcoat', 'Magic Guard', 'Regenerator']",65,490,50,75,110,Reuniclus,125,85,30,psychic,5,0,0,0,0,0,0
"['Keen Eye', 'Big Pecks', 'Hydration']",44,305,190,50,62,Ducklett,44,50,55,water,5,0,0,0,1,0,0
"['Keen Eye', 'Big Pecks', 'Hydration']",87,473,45,63,75,Swanna,87,63,98,water,5,0,0,0,1,0,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']",50,305,255,50,36,Vanillite,65,60,44,ice,5,0,0,0,0,0,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']",65,395,120,65,51,Vanillish,80,75,59,ice,5,0,0,0,0,0,0
"['Ice Body', 'Snow Warning', 'Weak Armor']",95,535,45,85,71,Vanilluxe,110,95,79,ice,5,0,0,0,0,0,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,335,190,50,60,Deerling,40,50,75,normal,5,0,0,0,0,1,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",100,475,75,70,80,Sawsbuck,60,70,95,normal,5,0,0,0,0,1,0
"['Static', 'Motor Drive']",75,428,200,60,55,Emolga,75,60,103,electric,5,0,0,0,0,0,0
"['Swarm', 'Shed Skin', 'No Guard']",75,315,200,45,50,Karrablast,40,45,60,bug,5,0,0,0,0,0,0
"['Swarm', 'Shell Armor', 'Overcoat']",135,495,75,105,70,Escavalier,60,105,20,bug,5,0,0,0,0,0,0
"['Effect Spore', 'Regenerator']",55,294,190,45,69,Foongus,55,55,15,grass,5,0,0,0,0,0,0
"['Effect Spore', 'Regenerator']",85,464,75,70,114,Amoonguss,85,80,30,grass,5,0,0,0,0,0,0
"['Water Absorb', 'Cursed Body', 'Damp']",40,335,190,50,55,Frillish,65,85,40,water,5,0,0,0,0,0,0
"['Water Absorb', 'Cursed Body', 'Damp']",60,480,60,70,100,Jellicent,85,105,60,water,5,0,0,0,0,0,0
"['Healer', 'Hydration', 'Regenerator']",75,470,75,80,165,Alomomola,40,45,65,water,5,0,0,0,0,0,0
"['Compoundeyes', 'Unnerve', 'Swarm']",47,319,190,50,50,Joltik,57,50,65,bug,5,0,0,0,0,0,0
"['Compoundeyes', 'Unnerve', 'Swarm']",77,472,75,60,70,Galvantula,97,60,108,bug,5,0,0,0,0,0,0
['Iron Barbs'],50,305,255,91,44,Ferroseed,24,86,10,grass,5,0,0,0,0,0,0
"['Iron Barbs', 'Anticipation']",94,489,90,131,74,Ferrothorn,54,116,20,grass,5,0,0,0,0,0,0
"['Plus', 'Minus', 'Clear Body']",55,300,130,70,40,Klink,45,60,30,steel,5,0,0,0,0,0,0
"['Plus', 'Minus', 'Clear Body']",80,440,60,95,60,Klang,70,85,50,steel,5,0,0,0,0,0,0
"['Plus', 'Minus', 'Clear Body']",100,520,30,115,60,Klinklang,70,85,90,steel,5,0,0,0,0,0,0
['Levitate'],55,275,190,40,35,Tynamo,45,40,60,electric,5,0,0,0,0,0,1
['Levitate'],85,405,60,70,65,Eelektrik,75,70,40,electric,5,0,0,0,0,0,1
['Levitate'],115,515,30,80,85,Eelektross,105,80,50,electric,5,0,0,0,0,0,1
"['Telepathy', 'Synchronize', 'Analytic']",55,335,255,55,55,Elgyem,85,55,30,psychic,5,0,0,0,0,0,0
"['Telepathy', 'Synchronize', 'Analytic']",75,485,90,75,75,Beheeyem,125,95,40,psychic,5,0,0,0,0,0,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",30,275,190,55,50,Litwick,65,55,20,ghost,5,0,0,0,0,0,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",40,370,90,60,60,Lampent,95,60,55,ghost,5,0,0,0,0,0,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",55,520,45,90,60,Chandelure,145,90,80,ghost,5,0,0,0,0,0,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",87,320,75,60,46,Axew,30,40,57,dragon,5,0,0,0,0,0,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",117,410,60,70,66,Fraxure,40,50,67,dragon,5,0,0,0,0,0,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",147,540,45,90,76,Haxorus,60,70,97,dragon,5,0,0,0,0,0,0
"['Snow Cloak', 'Slush Rush', 'Rattled']",70,305,120,40,55,Cubchoo,60,40,40,ice,5,0,0,0,0,0,0
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",130,505,60,80,95,Beartic,70,80,50,ice,5,0,0,1,0,0,0
['Levitate'],50,515,25,50,80,Cryogonal,95,135,105,ice,5,0,0,0,0,0,1
"['Hydration', 'Shell Armor', 'Overcoat']",40,305,200,85,50,Shelmet,40,65,25,bug,5,0,0,0,0,0,0
"['Hydration', 'Sticky Hold', 'Unburden']",70,495,75,40,80,Accelgor,100,60,145,bug,5,0,0,0,0,0,0
"['Static', 'Limber', 'Sand Veil']",66,471,75,84,109,Stunfisk,81,99,32,ground,5,0,0,0,0,0,0
"['Inner Focus', 'Regenerator', 'Reckless']",85,350,180,50,45,Mienfoo,55,50,65,fighting,5,0,0,0,0,0,0
"['Inner Focus', 'Regenerator', 'Reckless']",125,510,45,60,65,Mienshao,95,60,105,fighting,5,0,0,0,0,0,0
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",120,485,45,90,77,Druddigon,60,90,48,dragon,5,0,0,0,0,0,0
"['Iron Fist', 'Klutz', 'No Guard']",74,303,190,50,59,Golett,35,50,35,ground,5,0,0,0,0,0,0
"['Iron Fist', 'Klutz', 'No Guard']",124,483,90,80,89,Golurk,55,80,55,ground,5,0,0,0,0,0,0
"['Defiant', 'Inner Focus', 'Pressure']",85,340,120,70,45,Pawniard,40,40,60,dark,5,0,0,0,0,0,0
"['Defiant', 'Inner Focus', 'Pressure']",125,490,45,100,65,Bisharp,60,70,70,dark,5,0,0,0,0,0,0
"['Reckless', 'Sap Sipper', 'Soundproof']",110,490,45,95,95,Bouffalant,40,95,55,normal,5,0,0,0,0,0,0
"['Keen Eye', 'Sheer Force', 'Hustle']",83,350,190,50,70,Rufflet,37,50,60,normal,5,0,0,0,1,0,0
"['Keen Eye', 'Sheer Force', 'Defiant']",123,510,60,75,100,Braviary,57,75,80,normal,5,0,0,0,1,0,0
"['Big Pecks', 'Overcoat', 'Weak Armor']",55,370,190,75,70,Vullaby,45,65,60,dark,5,0,0,0,0,0,0
"['Big Pecks', 'Overcoat', 'Weak Armor']",65,510,60,105,110,Mandibuzz,55,95,80,dark,5,0,0,0,0,0,0
"['Gluttony', 'Flash Fire', 'White Smoke']",97,484,90,66,85,Heatmor,105,66,65,fire,5,0,0,0,0,0,0
"['Swarm', 'Hustle', 'Truant']",109,484,90,112,58,Durant,48,48,109,bug,5,0,0,0,0,0,0
['Hustle'],65,300,45,50,52,Deino,45,50,38,dark,5,0,0,0,0,0,0
['Hustle'],85,420,45,70,72,Zweilous,65,70,58,dark,5,0,0,0,0,0,0
['Levitate'],105,600,45,90,92,Hydreigon,125,90,98,dark,5,0,0,0,0,0,1
"['Flame Body', 'Swarm']",85,360,45,55,55,Larvesta,50,55,60,bug,5,0,0,0,0,0,0
"['Flame Body', 'Swarm']",60,550,15,65,85,Volcarona,135,105,100,bug,5,0,0,0,0,0,0
['Justified'],90,580,3,129,91,Cobalion,90,72,108,steel,5,1,0,0,0,0,0
['Justified'],129,580,3,90,91,Terrakion,72,90,108,rock,5,1,0,0,0,0,0
['Justified'],90,580,3,72,91,Virizion,90,129,108,grass,5,1,0,0,0,0,0
"['Prankster', 'Defiant', 'Regenerator']",100,580,3,80,79,Tornadus,110,90,121,flying,5,1,0,0,0,0,0
"['Prankster', 'Defiant', 'Volt Absorb']",105,580,3,70,79,Thundurus,145,80,101,electric,5,1,0,0,0,0,0
['Turboblaze'],120,680,3,100,100,Reshiram,150,120,90,dragon,5,1,0,0,0,0,0
['Teravolt'],150,680,3,120,100,Zekrom,120,100,90,dragon,5,1,0,0,0,0,0
"['Sand Force', 'Sheer Force', 'Intimidate']",145,600,3,90,89,Landorus,105,80,91,ground,5,1,0,0,0,0,0
"['Pressure', 'Teravolt', 'Turboblaze']",120,700,3,90,125,Kyurem,170,100,95,dragon,5,1,0,0,0,0,0
['Justified'],72,580,3,90,91,Keldeo,129,90,108,water,5,1,0,0,0,0,0
['Serene Grace'],128,600,3,90,100,Meloetta,77,77,128,normal,5,1,0,0,0,0,0
['Download'],120,600,3,95,71,Genesect,120,95,99,bug,5,1,0,0,0,0,0
"['Overgrow', 'Bulletproof']",61,313,45,65,56,Chespin,48,45,38,grass,6,0,0,0,0,0,0
"['Overgrow', 'Bulletproof']",78,405,45,95,61,Quilladin,56,58,57,grass,6,0,0,0,0,0,0
"['Overgrow', 'Bulletproof']",107,530,45,122,88,Chesnaught,74,75,64,grass,6,0,0,0,0,0,0
"['Blaze', 'Magician']",45,307,45,40,40,Fennekin,62,60,60,fire,6,0,0,0,0,0,0
"['Blaze', 'Magician']",59,409,45,58,59,Braixen,90,70,73,fire,6,0,0,0,0,0,0
"['Blaze', 'Magician']",69,534,45,72,75,Delphox,114,100,104,fire,6,0,0,0,0,0,0
"['Torrent', 'Protean']",56,314,45,40,41,Froakie,62,44,71,water,6,0,0,0,0,0,0
"['Torrent', 'Protean']",63,405,45,52,54,Frogadier,83,56,97,water,6,0,0,0,0,0,0
"['Torrent', 'Protean', 'Battle Bond']",145,640,45,67,72,Greninja,153,71,132,water,6,0,0,0,0,0,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",36,237,255,38,38,Bunnelby,32,36,57,normal,6,0,0,0,0,0,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",56,423,127,77,85,Diggersby,50,77,78,normal,6,0,0,0,0,0,0
"['Big Pecks', 'Gale Wings']",50,278,255,43,45,Fletchling,40,38,62,normal,6,0,0,0,0,0,0
"['Flame Body', 'Gale Wings']",73,382,120,55,62,Fletchinder,56,52,84,fire,6,0,0,0,0,0,0
"['Flame Body', 'Gale Wings']",81,499,45,71,78,Talonflame,74,69,126,fire,6,0,0,0,0,0,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",35,200,255,40,38,Scatterbug,27,25,35,bug,6,0,0,0,0,0,0
"['Shed Skin', 'Friend Guard']",22,213,120,60,45,Spewpa,27,30,29,bug,6,0,0,0,0,0,0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",52,411,45,50,80,Vivillon,90,50,89,bug,6,0,0,0,0,0,0
"['Rivalry', 'Unnerve', 'Moxie']",50,369,220,58,62,Litleo,73,54,72,fire,6,0,0,0,0,0,0
"['Rivalry', 'Unnerve', 'Moxie']",68,507,65,72,86,Pyroar,109,66,106,fire,6,0,0,0,0,0,0
"['Flower Veil', 'Symbiosis']",38,303,225,39,44,Flabébé,61,79,42,fairy,6,0,0,0,0,0,0
"['Flower Veil', 'Symbiosis']",65,551,120,67,74,Floette,125,128,92,fairy,6,0,0,0,0,0,0
"['Flower Veil', 'Symbiosis']",65,552,45,68,78,Florges,112,154,75,fairy,6,0,0,0,0,0,0
"['Sap Sipper', 'Grass Pelt']",65,350,200,48,66,Skiddo,62,57,52,grass,6,0,0,0,0,0,0
"['Sap Sipper', 'Grass Pelt']",100,531,45,62,123,Gogoat,97,81,68,grass,6,0,0,0,0,0,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",82,348,220,62,67,Pancham,46,48,43,fighting,6,0,0,0,0,0,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",124,495,65,78,95,Pangoro,69,71,58,fighting,6,0,0,0,0,0,0
['Fur Coat'],80,472,160,60,75,Furfrou,65,90,102,normal,6,0,0,0,0,0,0
"['Keen Eye', 'Infiltrator', 'Own Tempo']",48,355,190,54,62,Espurr,63,60,68,psychic,6,0,0,0,1,0,0
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",48,466,75,76,74,Meowstic,83,81,104,psychic,6,0,0,0,1,0,0
['No Guard'],80,325,180,100,45,Honedge,35,37,28,steel,6,0,0,0,0,0,0
['No Guard'],110,448,90,150,59,Doublade,45,49,35,steel,6,0,0,0,0,0,0
['Stance Change'],150,520,45,50,60,Aegislash,150,50,60,steel,6,0,0,0,0,0,0
"['Healer', 'Aroma Veil']",52,341,200,60,78,Spritzee,63,65,23,fairy,6,0,0,0,0,0,0
"['Healer', 'Aroma Veil']",72,462,140,72,101,Aromatisse,99,89,29,fairy,6,0,0,0,0,0,0
"['Sweet Veil', 'Unburden']",48,341,200,66,62,Swirlix,59,57,49,fairy,6,0,0,0,0,0,0
"['Sweet Veil', 'Unburden']",80,480,140,86,82,Slurpuff,85,75,72,fairy,6,0,0,0,0,0,0
"['Contrary', 'Suction Cups', 'Infiltrator']",54,288,190,53,53,Inkay,37,46,45,dark,6,0,0,0,0,0,0
"['Contrary', 'Suction Cups', 'Infiltrator']",92,482,80,88,86,Malamar,68,75,73,dark,6,0,0,0,0,0,0
"['Tough Claws', 'Sniper', 'Pickpocket']",52,306,120,67,42,Binacle,39,56,50,rock,6,0,0,0,0,0,0
"['Tough Claws', 'Sniper', 'Pickpocket']",105,500,45,115,72,Barbaracle,54,86,68,rock,6,0,0,0,0,0,0
